区域,地址,标题,户型,面积,价格,楼层,建造时间,朝向,更新时间,看房人数,备注,链接地址
崇文门租房,新景家园西区,新景家园西区 2室1厅 9000元,2室1厅,92平米,9000,高楼层(共11层),2001年建板塔结合,东,2017.07.24,16, 距离5号线磁器口站188米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101793884.html
武夷花园租房,运河湾,运河湾南区优质开间高层采光好 适合居住,1室0厅,50平米,3100,高楼层(共24层),2010年建塔楼,南,2017.07.26,7, 距离6号线北运河西站980米 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101794308.html
紫竹桥租房,车道沟南里,车道沟南里 精装修 一居室 单身两口都合适 随时可看,1室1厅,36平米,4800,低楼层(共21层),1990年建塔楼,东南,2017.07.25,10, 距离6号线慈寿寺站983米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101797232.html
马甸租房,裕中东里,马甸 裕中 可做员工宿舍 可长租3居 低楼层,3室1厅,54平米,7300,低楼层(共6层),1984年建板楼,东南,2017.07.26,6, 距离8号线安华桥站847米 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101798653.html
工体租房,聚龙花园,聚龙花园 1室2厅 14000元,1室2厅,109平米,14000,低楼层(共14层),1996年建板塔结合,南,2017.07.22,8, 距离2号线东四十条站914米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101799218.html
清河租房,清河饮食服务楼,清河饮食服务楼 清河总站旁交通便利 五彩城大型商场,2室1厅,54平米,5000,低楼层(共6层),1987年建板楼,南,2017.07.15,6, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101799267.html
东关租房,清秀园北区,清秀园北区 精装 看房方便 朝南,1室0厅,57平米,2700,高楼层(共19层),2003年建塔楼,南,2017.07.27,10, 距离昌平线昌平站810米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101794890.html
劲松租房,劲松八区,楼层好，装修底子好，设施齐全。,2室1厅,58平米,5800,中楼层(共6层),1984年建板楼,南,2017.07.22,10, 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101796177.html
双桥租房,珠江绿洲,珠江绿洲 3室1厅 10000元,3室1厅,164平米,10000,高楼层(共31层),2006年建塔楼,南,2017.07.15,7, 距离八通线传媒大学站934米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101798371.html
玉桥租房,幸福艺居,幸福艺居 3室1厅 3500元,3室1厅,105平米,3500,中楼层(共6层),2002年建板楼,南 北,2017.07.27,5, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101798633.html
七里庄租房,保利欣苑,七里庄保利欣苑一居 业主诚租 家电齐全,1室0厅,44平米,4400,高楼层(共9层),2004年建板楼,北,2017.07.23,6, 随时看房 精装修 自供暖,https://bj.lianjia.com/zufang/101101800275.html
广渠门租房,南水关,南水关 2室1厅 5400元,2室1厅,62平米,5400,中楼层(共14层),1989年建板楼,南 北,2017.07.19,14, 距离7号线广渠门外站782米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101750783.html
陶然亭租房,姚家井二巷,200米到陶然亭公园西门 300米到4号线陶然亭站 ,1室1厅,39平米,4000,高楼层(共6层),1992年建板楼,南,2017.07.21,7, 距离4号线陶然亭站556米 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101787984.html
北大地租房,邮局宿舍,正规小两居、中间楼层、看房方便,2室1厅,57平米,4000,中楼层(共6层),1990年建板楼,南 北,2017.07.25,5, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101789361.html
紫竹桥租房,车道沟南里,车道沟南里 精装修 一居室 单身两口都合适 随时可看,1室1厅,36平米,4800,低楼层(共21层),1990年建塔楼,东南,2017.07.25,10, 距离6号线慈寿寺站983米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101797232.html
管庄租房,北京新天地,北京新天地 1室2厅 4700元,1室2厅,64平米,4700,低楼层(共28层),2007年建板塔结合,西北,2017.07.23,11, 距离八通线管庄站1182米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101768145.html
金融街租房,丽华苑,丽华苑 1室1厅 12500元,1室1厅,68平米,12500,高楼层(共8层),2000年建板楼,东南,2017.07.25,6, 距离1号线西单站484米 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101758836.html
后沙峪租房,蓝星花园,蓝星花园 2室2厅 5000元,2室2厅,133平米,5000,高楼层(共6层),2002年建板楼,南 北,2017.07.22,6, 距离15号线花梨坎站767米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101759358.html
北苑租房,筑华年,筑华年 1室1厅 4600元,1室1厅,49平米,4600,低楼层(共24层),2012年建板楼,东北,2017.07.25,15, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101768185.html
马甸租房,裕中东里,马甸 裕中 可做员工宿舍 可长租3居 低楼层,3室1厅,54平米,7300,低楼层(共6层),1984年建板楼,东南,2017.07.26,6, 距离8号线安华桥站847米 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101798653.html
工体租房,聚龙花园,聚龙花园 1室2厅 14000元,1室2厅,109平米,14000,低楼层(共14层),1996年建板塔结合,南,2017.07.22,8, 距离2号线东四十条站914米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101799218.html
清河租房,清河饮食服务楼,清河饮食服务楼 清河总站旁交通便利 五彩城大型商场,2室1厅,54平米,5000,低楼层(共6层),1987年建板楼,南,2017.07.15,6, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101799267.html
和平里租房,和平里六区,和平里六区 正南一居室 户型方正,2室1厅,67平米,5500,高楼层(共18层),1993年建塔楼,南,2017.07.21,5, 距离5号线和平里北街站886米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101793454.html
崇文门租房,新景家园西区,新景家园西区 2室1厅 9000元,2室1厅,92平米,9000,高楼层(共11层),2001年建板塔结合,东,2017.07.24,16, 距离5号线磁器口站188米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101793884.html
武夷花园租房,运河湾,运河湾南区优质开间高层采光好 适合居住,1室0厅,50平米,3100,高楼层(共24层),2010年建塔楼,南,2017.07.26,7, 距离6号线北运河西站980米 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101794308.html
四惠租房,凯德锦绣,四惠未来汇后面 凯德锦绣 精装南向一居室 ,1室1厅,64平米,8300,低楼层(共24层),2011年建板楼,南,2017.07.26,9, 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101748741.html
东大桥租房,工体南路,高楼层视野好拎包入住看房有钥匙,1室1厅,40平米,5800,高楼层(共18层),1987年建塔楼,北,2017.07.23,7, 距离6号线东大桥站734米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101745589.html
豆各庄租房,富力又一城B区,富力又一城B区 2室2厅 5000元,2室2厅,104平米,5000,低楼层(共22层),2007年建塔楼,东,2017.07.19,6, 随时看房 精装修 自供暖,https://bj.lianjia.com/zufang/101101746854.html
金融街租房,宣武门西大街,宣武门西大街 2室0厅 6600元,2室0厅,50平米,6600,高楼层(共12层),1979年建板楼,南 北,2017.07.22,14, 距离2号线长椿街站231米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101747248.html
西红门租房,鸿坤理想城礼域府,礼域府带车位两居室，诚心出租，随时看房,2室1厅,26平米,6200,中楼层(共20层),2010年建板楼,东 西,2017.07.25,5, 随时看房 精装修 自供暖,https://bj.lianjia.com/zufang/101101790843.html
西罗园租房,西罗园二区,西罗园二区 2室1厅 4400元,2室1厅,57平米,4400,高楼层(共18层),1994年建塔楼,南,2017.07.26,15, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101791540.html
安贞租房,安华西里一区,安华西里带电梯，塔楼中间楼层，视野开阔，采光充足,2室1厅,49平米,5500,中楼层(共21层),1988年建塔楼,东,2017.07.26,7, 距离8号线安华桥站295米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101792693.html
天通苑租房,天通苑中苑,正规一居室，客厅朝南，格局方正，空间合理,1室1厅,74平米,4100,低楼层(共21层),2008年建塔楼,西南,2017.07.26,7, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101793465.html
芍药居租房,芍药居北里,芍药居北里 1室1厅 5500元,1室1厅,64平米,5500,低楼层(共24层),1996年建塔楼,北,2017.07.21,12, 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101796463.html
九棵树(家乐福)租房,新翠景园,通州九棵树精致2居带电梯 拎包入住 随时看房,2室1厅,93平米,3300,中楼层(共11层),2005年建板楼,南 北,2017.07.18,6, 随时看房 精装修 自供暖,https://bj.lianjia.com/zufang/101101797048.html
甘露园租房,甘露园南里,甘露园南里 2室1厅 6600元,2室1厅,96平米,6600,中楼层(共20层),2001年建塔楼,东,2017.07.15,6, 距离1号线四惠东站1101米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101797298.html
鲁谷租房,远洋山水,远洋山水 3室1厅 11500元,3室1厅,139平米,11500,低楼层(共26层),2006年建板塔结合,南 北,2017.07.26,7, 距离1号线八宝山站927米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101778823.html
豆各庄租房,富力又一城C区,富力又一城C区 2室2厅 5000元,2室2厅,89平米,5000,低楼层(共22层),2009年建板楼,南,2017.07.23,7, 随时看房 自供暖,https://bj.lianjia.com/zufang/101101779128.html
皂君庙租房,皂君东里,皂君东里精装一居室 随时看房 随时入住 ,1室1厅,36平米,5100,高楼层(共5层),1984年建板楼,南,2017.07.26,8, 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101779533.html
玉泉营租房,万年花城四期,万年花城四期 一居室 可配齐家具家电 急租 随时可看,1室1厅,59平米,4600,中楼层(共18层),2008年建板塔结合,北,2017.07.24,7, 距离10号线首经贸站555米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101779996.html
六铺炕租房,教场口9号院,教场口9号院 2室1厅 8200元,2室1厅,69平米,8200,高楼层(共20层),2003年建塔楼,东南,2017.07.23,14, 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101780853.html
阜成门租房,北露园,北露园 1室1厅 5300元,1室1厅,43平米,5300,中楼层(共6层),1993年建板楼,南,2017.07.25,12, 距离6号线车公庄西站986米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101776468.html
五道口租房,西王庄小区,精装修一居室朝南，业主诚心出租,1室1厅,41平米,6000,高楼层(共6层),1987年建板楼,南,2017.07.26,6, 距离13号线五道口站363米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101801298.html
朝青租房,珠江罗马嘉园西区,朝阳朝青大悦城   珠江罗马嘉园  一居,1室1厅,55平米,6300,中楼层(共11层),2006年建板塔结合,北,2017.07.22,7, 距离6号线青年路站541米 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101801779.html
西坝河租房,国展新座,国展新座一居，精装修，家具家电齐全，采光很好。,1室0厅,40平米,6000,高楼层(共18层),2003年建板塔结合,西,2017.07.26,6, 距离10号线太阳宫站526米 随时看房 自供暖,https://bj.lianjia.com/zufang/101101802500.html
亚运村租房,慧忠里,慧忠里全南向一居室 简单装修 低楼层,1室1厅,45平米,4600,中楼层(共5层),1991年建板楼,南,2017.07.24,9, 距离15号线安立路站1064米 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101802586.html
东大桥租房,工体南路,高楼层视野好拎包入住看房有钥匙,1室1厅,40平米,5800,高楼层(共18层),1987年建塔楼,北,2017.07.23,7, 距离6号线东大桥站734米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101745589.html
豆各庄租房,富力又一城B区,富力又一城B区 2室2厅 5000元,2室2厅,104平米,5000,低楼层(共22层),2007年建塔楼,东,2017.07.19,6, 随时看房 精装修 自供暖,https://bj.lianjia.com/zufang/101101746854.html
金融街租房,宣武门西大街,宣武门西大街 2室0厅 6600元,2室0厅,50平米,6600,高楼层(共12层),1979年建板楼,南 北,2017.07.22,14, 距离2号线长椿街站231米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101747248.html
西红门租房,鸿坤理想城礼域府,礼域府带车位两居室，诚心出租，随时看房,2室1厅,26平米,6200,中楼层(共20层),2010年建板楼,东 西,2017.07.25,5, 随时看房 精装修 自供暖,https://bj.lianjia.com/zufang/101101790843.html
西罗园租房,西罗园二区,西罗园二区 2室1厅 4400元,2室1厅,57平米,4400,高楼层(共18层),1994年建塔楼,南,2017.07.26,15, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101791540.html
安贞租房,安华西里一区,安华西里带电梯，塔楼中间楼层，视野开阔，采光充足,2室1厅,49平米,5500,中楼层(共21层),1988年建塔楼,东,2017.07.26,7, 距离8号线安华桥站295米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101792693.html
天通苑租房,天通苑中苑,正规一居室，客厅朝南，格局方正，空间合理,1室1厅,74平米,4100,低楼层(共21层),2008年建塔楼,西南,2017.07.26,7, 随时看房 集中供暖,https://bj.lianjia.com/zufang/101101793465.html
芍药居租房,芍药居北里,芍药居北里 1室1厅 5500元,1室1厅,64平米,5500,低楼层(共24层),1996年建塔楼,北,2017.07.21,12, 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101796463.html
九棵树(家乐福)租房,新翠景园,通州九棵树精致2居带电梯 拎包入住 随时看房,2室1厅,93平米,3300,中楼层(共11层),2005年建板楼,南 北,2017.07.18,6, 随时看房 精装修 自供暖,https://bj.lianjia.com/zufang/101101797048.html
甘露园租房,甘露园南里,甘露园南里 2室1厅 6600元,2室1厅,96平米,6600,中楼层(共20层),2001年建塔楼,东,2017.07.15,6, 距离1号线四惠东站1101米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101797298.html
亚运村小营租房,世纪村东区,世纪村东区   低楼层     精装大两居,2室1厅,93平米,8000,低楼层(共12层),1996年建板塔结合,南 北,2017.07.25,9, 距离15号线关庄站911米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101797610.html
红庙租房,延静里中街3号院,此房是朝东一居室 室内干净 家具都有 看房方便,1室1厅,67平米,6000,高楼层(共21层),1999年建塔楼,东,2017.07.25,7, 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101799016.html
酒仙桥租房,梵谷水郡,酒仙桥梵谷水郡精装修开间，不临街带无线随时入住,1室0厅,41平米,5100,高楼层(共24层),2008年建塔楼,南,2017.07.24,9, 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101799325.html
金融街租房,丰汇园小区,实验 精装一居 温馨舒适 居家,1室1厅,50平米,7000,低楼层(共12层),1999年建板塔结合,东,2017.07.27,8, 距离4号线灵境胡同站908米 随时看房 精装修 集中供暖,https://bj.lianjia.com/zufang/101101800503.html
